participant_id,personality_name,trial_number,trial_type,trial_duration,total_steps,success_rate,final_cognitive_load,nasa_mental_demand,nasa_physical_demand,nasa_temporal_demand,nasa_performance,nasa_effort,nasa_frustration,sus_1,sus_2,sus_3,sus_4,sus_5,sus_6,sus_7,sus_8,sus_9,sus_10,overall_satisfaction,ease_of_use,recommendation_likelihood
P019,Priya Patel 19,4,baseline,28.256590127944946,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,58,61
P019,Priya Patel 19,5,baseline,27.56937885284424,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,57,55
P019,Priya Patel 19,6,agent_assisted,28.294556140899658,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,61,65
P019,Priya Patel 19,7,agent_assisted,27.4285409450531,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,68,75
P019,Priya Patel 19,8,agent_assisted,26.166196823120117,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,65,57
P019,Priya Patel 19,9,agent_assisted,28.736752033233643,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,55,45
P019,Priya Patel 19,10,agent_assisted,26.33841323852539,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,59,75
P020,Sarah Johnson 20,1,baseline,25.55758786201477,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,32,52
P020,Sarah Johnson 20,2,baseline,24.530333042144775,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,45,35
P020,Sarah Johnson 20,3,baseline,29.18464994430542,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,30,37
P020,Sarah Johnson 20,4,baseline,29.193089962005615,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,39,48
P020,Sarah Johnson 20,5,baseline,29.58218502998352,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,45,26
P020,Sarah Johnson 20,6,agent_assisted,27.58878207206726,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,34,43
P020,Sarah Johnson 20,7,agent_assisted,24.278291940689087,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,37,27
P020,Sarah Johnson 20,8,agent_assisted,26.232508897781372,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,34,37
P020,Sarah Johnson 20,9,agent_assisted,31.112005949020386,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,32,34
P020,Sarah Johnson 20,10,agent_assisted,29.238986015319824,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,45,39
P021,Priya Patel 21,1,baseline,29.458627700805664,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,53,40
P021,Priya Patel 21,2,baseline,26.96727991104126,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,56,59
P021,Priya Patel 21,3,baseline,27.666762351989746,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,55,40
P021,Priya Patel 21,4,baseline,28.00275993347168,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,60,42
P021,Priya Patel 21,5,baseline,26.720672845840454,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,47,37
P021,Priya Patel 21,6,agent_assisted,26.915106058120728,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,42,36
P021,Priya Patel 21,7,agent_assisted,28.341660737991333,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,42,63
P021,Priya Patel 21,8,agent_assisted,25.40720796585083,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,50,36
P021,Priya Patel 21,9,agent_assisted,28.421221017837524,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,51,38
P021,Priya Patel 21,10,agent_assisted,30.340641021728516,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,54,59
P022,Sarah Johnson 22,1,baseline,23.50822401046753,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,68,61
P022,Sarah Johnson 22,2,baseline,29.995707988739014,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,52,70
P022,Sarah Johnson 22,3,baseline,24.014766693115234,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,61,45
P022,Sarah Johnson 22,4,baseline,27.09416389465332,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,65,59
P022,Sarah Johnson 22,5,baseline,27.13525080680847,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,58,47
P022,Sarah Johnson 22,6,agent_assisted,28.412824153900146,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,57,67
P022,Sarah Johnson 22,7,agent_assisted,27.450079917907715,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,56,59
P022,Sarah Johnson 22,8,agent_assisted,26.93042492866516,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,70,68
P022,Sarah Johnson 22,9,agent_assisted,28.119586944580078,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,60,65
P022,Sarah Johnson 22,10,agent_assisted,26.762778759002686,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,66,75
P023,Priya Patel 23,1,baseline,29.476683855056763,20,0.0,100,40,20,15,85,50,35,4,3,4,3,4,3,4,3,4,3,70,62,64
P023,Priya Patel 23,2,baseline,26.344568014144897,20,0.0,100,40,20,15,85,50,35,4,3,4,3,4,3,4,3,4,3,70,78,81
P023,Priya Patel 23,3,baseline,22.801252841949463,20,0.0,100,40,20,15,85,50,35,4,3,4,3,4,3,4,3,4,3,70,79,55
P023,Priya Patel 23,4,baseline,26.231634855270386,20,0.0,100,40,20,15,85,50,35,4,3,4,3,4,3,4,3,4,3,70,66,81
P023,Priya Patel 23,5,baseline,27.989827632904053,20,0.0,100,40,20,15,85,50,35,4,3,4,3,4,3,4,3,4,3,70,60,85
P023,Priya Patel 23,6,agent_assisted,26.38765788078308,20,0.0,100,40,20,15,85,50,35,4,3,4,3,4,3,4,3,4,3,70,71,65
P023,Priya Patel 23,7,agent_assisted,27.575786113739014,20,0.0,100,40,20,15,85,50,35,4,3,4,3,4,3,4,3,4,3,70,80,79
P023,Priya Patel 23,8,agent_assisted,29.596665143966675,20,0.0,100,40,20,15,85,50,35,4,3,4,3,4,3,4,3,4,3,70,76,66
P023,Priya Patel 23,9,agent_assisted,27.727377891540527,20,0.0,100,40,20,15,85,50,35,4,3,4,3,4,3,4,3,4,3,70,75,82
P023,Priya Patel 23,10,agent_assisted,25.885871171951294,20,0.0,100,40,20,15,85,50,35,4,3,4,3,4,3,4,3,4,3,70,77,65
P024,Sarah Johnson 24,1,baseline,25.861067056655884,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,37,44
P024,Sarah Johnson 24,2,baseline,25.962589979171753,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,49,33
P024,Sarah Johnson 24,3,baseline,30.69842290878296,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,40,51
P024,Sarah Johnson 24,4,baseline,28.428157806396484,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,40,28
P024,Sarah Johnson 24,5,baseline,30.68470788002014,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,41,42
P024,Sarah Johnson 24,6,agent_assisted,27.96501088142395,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,48,40
P024,Sarah Johnson 24,7,agent_assisted,28.437259197235107,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,46,42
P024,Sarah Johnson 24,8,agent_assisted,26.446770906448364,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,38,55
P024,Sarah Johnson 24,9,agent_assisted,28.372764825820923,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,48,34
P024,Sarah Johnson 24,10,agent_assisted,30.51784896850586,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,39,54
P026,Sarah Johnson 26,1,baseline,26.47571611404419,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,44,27
P026,Sarah Johnson 26,2,baseline,26.931285858154297,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,35,37
P026,Sarah Johnson 26,3,baseline,28.20872712135315,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,33,50
P026,Sarah Johnson 26,4,baseline,30.16976499557495,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,36,41
P026,Sarah Johnson 26,5,baseline,27.576600074768066,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,39,25
P026,Sarah Johnson 26,6,agent_assisted,28.730332851409912,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,43,35
P026,Sarah Johnson 26,7,agent_assisted,30.048268795013428,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,45,50
P026,Sarah Johnson 26,8,agent_assisted,29.006185054779053,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,43,42
P026,Sarah Johnson 26,9,agent_assisted,24.29859685897827,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,34,35
P026,Sarah Johnson 26,10,agent_assisted,28.47661519050598,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,43,26
P025,Priya Patel 25,1,baseline,28.53048586845398,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,50,44
P025,Priya Patel 25,2,baseline,29.01986289024353,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,47,41
P025,Priya Patel 25,3,baseline,30.952324867248535,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,45,42
P025,Priya Patel 25,4,baseline,30.758116245269775,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,55,55
P025,Priya Patel 25,5,baseline,29.30408501625061,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,46,44
P025,Priya Patel 25,6,agent_assisted,29.543921947479248,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,42,36
P025,Priya Patel 25,7,agent_assisted,27.104581832885742,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,47,51
P025,Priya Patel 25,8,agent_assisted,25.305498123168945,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,41,36
P025,Priya Patel 25,9,agent_assisted,27.947558164596558,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,51,45
P025,Priya Patel 25,10,agent_assisted,26.13001012802124,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,40,45
P027,Priya Patel 27,1,baseline,30.46265411376953,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,50,50
P027,Priya Patel 27,2,baseline,26.043176889419556,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,64,45
P027,Priya Patel 27,3,baseline,25.6637921333313,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,53,47
P027,Priya Patel 27,4,baseline,28.7015438079834,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,70,61
P027,Priya Patel 27,5,baseline,28.170631885528564,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,64,61
P027,Priya Patel 27,6,agent_assisted,27.51316809654236,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,52,56
P027,Priya Patel 27,7,agent_assisted,29.456250190734863,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,55,55
P027,Priya Patel 27,8,agent_assisted,25.335711002349854,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,56,50
P027,Priya Patel 27,9,agent_assisted,26.922763109207153,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,53,75
P027,Priya Patel 27,10,agent_assisted,27.035298109054565,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,60,69
P029,Priya Patel 29,1,baseline,29.13974618911743,20,0.0,100,50,20,40,70,50,50,3,2,3,2,3,2,3,2,3,2,35,39,37
P029,Priya Patel 29,2,baseline,28.971978187561035,20,0.0,100,50,20,40,70,50,50,3,2,3,2,3,2,3,2,3,2,35,41,30
P029,Priya Patel 29,3,baseline,23.764596223831177,20,0.0,100,50,20,40,70,50,50,3,2,3,2,3,2,3,2,3,2,35,33,38
P029,Priya Patel 29,4,baseline,30.80903196334839,20,0.0,100,50,20,40,70,50,50,3,2,3,2,3,2,3,2,3,2,35,35,28
P029,Priya Patel 29,5,baseline,30.429611682891846,20,0.0,100,50,20,40,70,50,50,3,2,3,2,3,2,3,2,3,2,35,30,23
P029,Priya Patel 29,6,agent_assisted,26.68746590614319,20,0.0,100,50,20,40,70,50,50,3,2,3,2,3,2,3,2,3,2,35,31,23
P029,Priya Patel 29,7,agent_assisted,26.757787227630615,20,0.0,100,50,20,40,70,50,50,3,2,3,2,3,2,3,2,3,2,35,27,21
P029,Priya Patel 29,8,agent_assisted,29.72571897506714,20,0.0,100,50,20,40,70,50,50,3,2,3,2,3,2,3,2,3,2,35,33,42
P029,Priya Patel 29,9,agent_assisted,26.32386016845703,20,0.0,100,50,20,40,70,50,50,3,2,3,2,3,2,3,2,3,2,35,27,23
P029,Priya Patel 29,10,agent_assisted,31.63468098640442,20,0.0,100,50,20,40,70,50,50,3,2,3,2,3,2,3,2,3,2,35,28,37
P028,Sarah Johnson 28,1,baseline,30.311381101608276,20,0.0,100,65,20,40,70,50,60,2,1,2,1,2,1,2,1,2,1,25,15,29
P028,Sarah Johnson 28,2,baseline,28.90788197517395,20,0.0,100,65,20,40,70,50,60,2,1,2,1,2,1,2,1,2,1,25,15,40
P028,Sarah Johnson 28,3,baseline,33.71952795982361,20,0.0,100,65,20,40,70,50,60,2,1,2,1,2,1,2,1,2,1,25,23,18
P028,Sarah Johnson 28,4,baseline,24.786384105682373,20,0.0,100,65,20,40,70,50,60,2,1,2,1,2,1,2,1,2,1,25,24,22
P028,Sarah Johnson 28,5,baseline,30.88620114326477,20,0.0,100,65,20,40,70,50,60,2,1,2,1,2,1,2,1,2,1,25,32,18
P028,Sarah Johnson 28,6,agent_assisted,25.68804097175598,20,0.0,100,65,20,40,70,50,60,2,1,2,1,2,1,2,1,2,1,25,28,10
P028,Sarah Johnson 28,7,agent_assisted,30.217268228530884,20,0.0,100,65,20,40,70,50,60,2,1,2,1,2,1,2,1,2,1,25,22,20
P028,Sarah Johnson 28,8,agent_assisted,30.323498010635376,20,0.0,100,65,20,40,70,50,60,2,1,2,1,2,1,2,1,2,1,25,35,39
P028,Sarah Johnson 28,9,agent_assisted,28.50000524520874,20,0.0,100,65,20,40,70,50,60,2,1,2,1,2,1,2,1,2,1,25,33,31
P028,Sarah Johnson 28,10,agent_assisted,26.304147958755493,20,0.0,100,65,20,40,70,50,60,2,1,2,1,2,1,2,1,2,1,25,27,12
P030,Sarah Johnson 30,1,baseline,27.585192918777466,20,0.0,100,50,20,40,70,50,50,3,2,3,2,3,2,3,2,3,2,35,42,48
P030,Sarah Johnson 30,2,baseline,30.86015820503235,20,0.0,100,50,20,40,70,50,50,3,2,3,2,3,2,3,2,3,2,35,40,23
P030,Sarah Johnson 30,3,baseline,31.145418882369995,20,0.0,100,50,20,40,70,50,50,3,2,3,2,3,2,3,2,3,2,35,25,22
P030,Sarah Johnson 30,4,baseline,26.92605185508728,20,0.0,100,50,20,40,70,50,50,3,2,3,2,3,2,3,2,3,2,35,26,26
P030,Sarah Johnson 30,5,baseline,27.779257774353027,20,0.0,100,50,20,40,70,50,50,3,2,3,2,3,2,3,2,3,2,35,29,38
P030,Sarah Johnson 30,6,agent_assisted,25.99264097213745,20,0.0,100,50,20,40,70,50,50,3,2,3,2,3,2,3,2,3,2,35,36,28
P030,Sarah Johnson 30,7,agent_assisted,27.472671031951904,20,0.0,100,50,20,40,70,50,50,3,2,3,2,3,2,3,2,3,2,35,38,42
P030,Sarah Johnson 30,8,agent_assisted,31.89153504371643,20,0.0,100,50,20,40,70,50,50,3,2,3,2,3,2,3,2,3,2,35,28,32
P030,Sarah Johnson 30,9,agent_assisted,29.800843715667725,20,0.0,100,50,20,40,70,50,50,3,2,3,2,3,2,3,2,3,2,35,29,44
P030,Sarah Johnson 30,10,agent_assisted,29.036911010742188,20,0.0,100,50,20,40,70,50,50,3,2,3,2,3,2,3,2,3,2,35,42,29
P031,Priya Patel 31,1,baseline,29.000248908996582,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,45,40
P031,Priya Patel 31,2,baseline,30.17343497276306,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,47,48
P031,Priya Patel 31,3,baseline,27.425979137420654,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,53,61
P031,Priya Patel 31,4,baseline,29.30385708808899,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,59,54
P031,Priya Patel 31,5,baseline,28.676103115081787,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,48,46
P031,Priya Patel 31,6,agent_assisted,28.952141046524048,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,43,51
P031,Priya Patel 31,7,agent_assisted,29.91570782661438,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,54,50
P031,Priya Patel 31,8,agent_assisted,26.976418018341064,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,59,46
P031,Priya Patel 31,9,agent_assisted,27.231169939041138,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,50,41
P031,Priya Patel 31,10,agent_assisted,24.7326979637146,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,51,56
P032,Sarah Johnson 32,1,baseline,26.105511903762817,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,45,38
P032,Sarah Johnson 32,2,baseline,28.470267057418823,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,44,51
P032,Sarah Johnson 32,3,baseline,28.951431035995483,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,46,55
P032,Sarah Johnson 32,4,baseline,29.101982831954956,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,38,49
P032,Sarah Johnson 32,5,baseline,27.34710717201233,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,41,38
P032,Sarah Johnson 32,6,agent_assisted,26.162492990493774,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,48,50
P032,Sarah Johnson 32,7,agent_assisted,26.22894597053528,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,48,25
P032,Sarah Johnson 32,8,agent_assisted,30.797282934188843,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,49,53
P032,Sarah Johnson 32,9,agent_assisted,29.12210488319397,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,50,48
P032,Sarah Johnson 32,10,agent_assisted,29.02784824371338,20,0.0,100,65,20,25,70,50,50,2,1,2,1,2,1,2,1,2,1,40,44,33
P033,Priya Patel 33,1,baseline,29.61635684967041,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,60,52
P033,Priya Patel 33,2,baseline,27.639447927474976,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,56,53
P033,Priya Patel 33,3,baseline,29.583165168762207,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,50,54
P033,Priya Patel 33,4,baseline,29.228219032287598,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,50,40
P033,Priya Patel 33,5,baseline,27.1780788898468,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,51,46
P033,Priya Patel 33,6,agent_assisted,23.89596390724182,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,51,56
P033,Priya Patel 33,7,agent_assisted,28.258049964904785,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,48,51
P033,Priya Patel 33,8,agent_assisted,23.791974782943726,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,41,64
P033,Priya Patel 33,9,agent_assisted,31.01129126548767,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,60,63
P033,Priya Patel 33,10,agent_assisted,26.09412980079651,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,46,36
P034,Sarah Johnson 34,1,baseline,25.25195598602295,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,54,44
P034,Sarah Johnson 34,2,baseline,30.94834017753601,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,41,35
P034,Sarah Johnson 34,3,baseline,28.32523798942566,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,48,57
P034,Sarah Johnson 34,4,baseline,30.889621019363403,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,50,64
P034,Sarah Johnson 34,5,baseline,26.0532329082489,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,52,63
P034,Sarah Johnson 34,6,agent_assisted,27.145429849624634,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,54,36
P034,Sarah Johnson 34,7,agent_assisted,29.621878147125244,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,58,35
P034,Sarah Johnson 34,8,agent_assisted,26.57157802581787,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,51,53
P034,Sarah Johnson 34,9,agent_assisted,30.306299209594727,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,42,45
P034,Sarah Johnson 34,10,agent_assisted,25.498894929885864,20,0.0,100,65,20,15,70,50,45,2,1,2,1,2,1,2,1,2,1,50,51,37
P035,Priya Patel 35,1,baseline,31.145517110824585,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,66,46
P035,Priya Patel 35,2,baseline,24.47496199607849,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,62,48
P035,Priya Patel 35,3,baseline,26.393301010131836,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,58,56
P035,Priya Patel 35,4,baseline,30.330976963043213,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,55,59
P035,Priya Patel 35,5,baseline,27.115596055984497,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,51,64
P035,Priya Patel 35,6,agent_assisted,29.892859935760498,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,56,50
P035,Priya Patel 35,7,agent_assisted,28.85591721534729,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,61,69
P035,Priya Patel 35,8,agent_assisted,26.493851900100708,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,58,56
P035,Priya Patel 35,9,agent_assisted,27.290492296218872,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,56,65
P035,Priya Patel 35,10,agent_assisted,28.548748016357422,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,64,45
P036,Sarah Johnson 36,1,baseline,30.47314190864563,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,56,50
P036,Sarah Johnson 36,2,baseline,28.86016011238098,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,68,61
P036,Sarah Johnson 36,3,baseline,25.2768292427063,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,50,53
P036,Sarah Johnson 36,4,baseline,26.680865049362183,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,65,75
P036,Sarah Johnson 36,5,baseline,28.868797779083252,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,50,70
P036,Sarah Johnson 36,6,agent_assisted,27.80919098854065,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,56,46
P036,Sarah Johnson 36,7,agent_assisted,29.658823013305664,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,52,66
P036,Sarah Johnson 36,8,agent_assisted,29.158703804016113,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,57,56
P036,Sarah Johnson 36,9,agent_assisted,30.99573302268982,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,62,71
P036,Sarah Johnson 36,10,agent_assisted,29.169128894805908,20,0.0,100,40,20,25,85,50,40,4,3,4,3,4,3,4,3,4,3,60,70,51
P037,Priya Patel 37,1,baseline,27.553682804107666,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,40,37
P037,Priya Patel 37,2,baseline,27.171700954437256,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,47,60
P037,Priya Patel 37,3,baseline,24.896546125411987,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,59,48
P037,Priya Patel 37,4,baseline,29.086994886398315,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,51,61
P037,Priya Patel 37,5,baseline,29.60100293159485,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,53,59
P037,Priya Patel 37,6,agent_assisted,28.439404010772705,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,55,41
P037,Priya Patel 37,7,agent_assisted,29.330626010894775,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,49,37
P037,Priya Patel 37,8,agent_assisted,29.46443796157837,20,0.0,100,50,20,25,70,50,40,3,2,3,2,3,2,3,2,3,2,50,54,51
